order_item_id,order_id,product_id,quantity,discount_amount
2425,3899,22,1,13.32
2426,3899,30,3,13.14
2427,1854,33,1,15.35
2428,1854,75,2,2.61
2429,1854,52,1,6.02
2430,3676,75,1,0.4
2431,3676,27,2,0.64
2432,3676,12,1,15.94
2433,3676,33,2,16.78
2434,1751,68,1,9.39
2435,1751,63,3,13.49
2436,1164,69,3,10.02
2437,145,28,3,3.37
2438,145,32,3,6.23
2439,3645,8,3,14.1
2440,3645,62,2,17.84
2441,3645,71,3,12.83
2442,3645,23,1,4.88
2443,3729,41,2,18.2
2444,3729,20,1,18.56
2445,3729,1,2,17.86
2446,3729,14,2,13.43
2447,1003,62,2,12.56
2448,1003,6,3,19.12
2449,1003,74,1,12.92
2450,2800,55,2,11.05
2451,2800,11,2,12.24
2452,2800,31,1,1.78
2453,2800,27,2,6.28
2454,3144,25,2,16.02
2455,3144,16,1,12.56
2456,1087,50,3,17.68
2457,1087,23,1,3.07
2458,1087,9,1,1.92
2459,1087,59,2,5.65
2460,859,74,1,7.19
2461,859,50,2,19.06
2462,859,79,3,15.83
2463,859,63,1,12.01
2464,976,57,3,1.3
2465,976,80,2,10.05
2466,976,42,1,1.74
2467,976,35,1,5.88
2468,787,5,1,16.25
2469,787,34,2,13.48
2470,787,50,3,16.79
2471,3184,36,1,6.05
2472,3504,42,3,19.96
2473,3504,75,1,14.59
2474,3504,63,1,13.31
2475,3850,18,1,5.38
2476,3850,77,3,19.59
2477,3850,48,1,4.82
2478,2547,19,1,4.48
2479,1216,30,2,1.5
2480,1216,51,1,5.54
2481,549,63,1,9.42
2482,549,26,2,15.77
2483,549,53,2,14.62
2484,549,25,1,12.89
2485,2092,11,2,18.53
2486,2092,36,3,15.48
2487,1613,74,1,13.09
2488,1058,51,1,5.54
2489,628,42,2,14.43
2490,628,60,3,11.19
2491,628,70,1,17.76
2492,975,60,3,4.59
2493,975,22,2,14.72
2494,975,59,3,0.23
2495,975,28,1,6.85
2496,3577,24,2,0.9
2497,3577,66,1,14.23
2498,3577,29,2,2.88
2499,3577,33,1,10.45
2500,1288,5,3,14.97
2501,1288,72,3,3.73
2502,1288,52,3,11.03
2503,3263,58,3,4.25
2504,1794,65,1,16.77
2505,1794,55,3,3.25
2506,3215,52,3,11.15
2507,3215,60,1,17.62
2508,3215,26,3,14.4
2509,1254,37,2,14.43
2510,1254,18,1,18.45
2511,1254,7,1,16.73
2512,1091,72,3,11.97
2513,1091,53,3,8.72
2514,2062,68,2,1.64
2515,576,9,3,6.64
2516,3628,22,2,5.03
2517,3628,44,2,9.46
2518,3628,54,3,10.25
2519,3628,13,1,9.65
2520,979,5,3,2.27
2521,979,67,1,9.2
2522,3739,52,1,10.78
2523,2363,37,2,1.77
2524,2363,77,3,14.41
2525,2870,79,1,12.73
2526,2870,47,3,15.75
2527,2870,46,3,14.41
2528,15,32,2,4.51
2529,15,74,3,15.31
2530,1811,13,3,18.33
2531,1811,39,1,14.52
2532,1811,25,1,15.58
2533,2856,57,1,16.66
2534,2856,15,3,10.88
2535,1540,55,3,13.13
2536,1540,41,2,0.34
2537,2107,16,2,6.67
2538,2107,3,2,10.61
2539,2107,28,2,3.59
2540,1791,70,2,18.34
2541,1791,57,1,13.18
2542,1791,59,1,10.62
2543,2611,60,3,6.67
2544,2611,3,2,4.51
2545,2611,71,1,12.24
2546,2611,58,1,14.83
2547,193,72,2,2.24
2548,153,76,1,14.9
2549,153,40,3,2.74
2550,153,18,3,13.48
2551,153,60,1,14.93
2552,916,65,2,6.97
2553,916,46,3,12.34
2554,2052,41,3,10.9
2555,2590,50,3,16.36
2556,2590,61,2,9.3
2557,2590,35,3,17.9
2558,2590,49,1,5.49
2559,681,30,2,18.55
2560,681,71,2,5.51
2561,681,65,3,0.66
2562,124,5,2,7.55
2563,124,71,2,11.21
2564,124,30,1,4.09
2565,124,73,3,1.52
2566,1234,40,3,6.39
2567,1234,16,3,14.17
2568,1234,23,2,5.99
2569,1234,37,3,1.72
2570,1496,21,3,4.97
2571,1496,23,3,0.11
2572,1496,68,2,12.45
2573,1496,56,2,16.3
2574,366,9,1,17.27
2575,366,34,1,9.97
2576,366,72,2,15.28
2577,1379,11,3,17.76
2578,1379,79,3,8.29
2579,1379,54,2,9.66
2580,2199,10,1,12.04
2581,2199,66,2,13.54
2582,2220,52,1,1.39
2583,3303,49,1,10.35
2584,3303,59,1,11.54
2585,3303,1,2,18.53
2586,3169,39,1,17.42
2587,3216,1,1,9.03
2588,3216,8,2,18.85
2589,3216,61,1,7.11
2590,1852,67,1,11.67
2591,1852,46,2,18.18
2592,1852,20,2,15.31
2593,2343,68,1,8.82
2594,2343,8,1,8.49
2595,2343,72,3,17.46
2596,2343,46,1,17.89
2597,2433,48,2,11.86
2598,2386,27,3,0.99
2599,2386,43,2,8.29
2600,1037,71,2,12.32
2601,1274,4,1,4.19
2602,1274,14,3,4.94
2603,1274,36,2,11.95
2604,3185,7,3,13.71
2605,3765,23,2,12.24
2606,3765,69,3,4.26
2607,3765,50,3,9.5
2608,3765,20,2,13.76
2609,2187,14,1,3.04
2610,949,13,3,8.8
2611,949,11,3,10.85
2612,949,1,1,11.05
2613,1632,47,3,17.38
2614,1632,78,2,8.36
2615,3020,56,1,9.79
2616,1856,15,1,15.32
2617,1856,22,1,15.29
2618,1856,47,1,2.13
2619,1856,61,3,13.79
2620,2545,45,1,17.03
2621,1471,46,2,19.93
2622,1471,37,2,3.43
2623,1471,31,3,8.31
2624,1471,32,3,1.22
2625,1782,9,3,12.04
2626,963,49,3,8.05
2627,642,8,3,6.96
2628,2252,61,2,13.04
2629,2252,25,1,8.4
2630,657,52,3,8.14
2631,657,21,1,8.06
2632,657,50,2,4.45
2633,657,3,3,4.97
2634,3206,33,3,9.34
2635,3206,68,2,15.41
2636,3206,14,2,4.77
2637,3206,2,1,13.44
2638,1763,38,3,9.15
2639,1763,65,2,5.98
2640,3745,16,1,16.61
2641,3745,34,1,18.04
2642,1992,3,1,1.17
2643,1992,42,3,4.23
2644,1992,63,1,18.33
2645,3627,8,2,3.57
2646,3627,21,3,8.83
2647,3627,21,1,9.74
2648,1414,65,1,15.17
2649,1414,35,2,9.14
2650,3548,5,1,14.53
2651,3548,7,2,3.4
2652,3548,61,1,17.54
2653,540,23,1,2.67
2654,540,19,3,19.53
2655,540,5,2,14.59
2656,266,79,3,7.05
2657,266,58,3,19.23
2658,266,17,3,14.23
2659,1363,35,3,1.78
2660,1363,68,2,7.24
2661,1363,60,3,17.86
2662,3486,36,2,0.51
2663,3486,37,3,18.58
2664,3486,61,2,17.23
2665,1360,67,3,6.88
2666,1360,69,3,16.96
2667,1360,38,2,2.94
2668,2568,41,1,6.94
2669,2568,17,3,17.5
2670,2568,13,2,2.27
2671,2568,75,1,17.14
2672,2750,28,3,6.04
2673,49,49,3,9.87
2674,277,14,3,19.07
2675,277,26,2,8.83
2676,277,35,3,6.09
2677,277,13,2,15.72
2678,3050,73,2,17.87
2679,3050,64,2,17.29
2680,3050,36,1,6.94
2681,3050,75,3,18.03
2682,3100,61,1,16.31
2683,3100,54,2,5.08
2684,3100,57,3,13.21
2685,3100,38,1,17.7
2686,1607,69,2,3.56
2687,1607,80,1,16.92
2688,1607,15,1,17.38
2689,605,5,2,16.0
2690,605,32,3,16.45
2691,605,33,1,10.23
2692,3028,7,2,17.82
2693,3022,8,3,13.19
2694,3022,28,3,16.97
2695,3292,17,3,10.34
2696,3292,42,2,17.17
2697,3292,60,3,16.05
2698,3292,30,3,17.59
2699,1688,10,1,19.52
2700,1688,24,3,3.53
2701,1688,44,2,12.92
2702,1688,41,3,16.24
2703,1057,38,1,9.07
2704,1057,51,1,17.76
2705,1057,75,1,12.5
2706,1057,12,2,12.51
2707,3449,46,3,12.52
2708,1369,57,1,7.34
2709,1369,44,2,6.5
2710,1369,31,3,6.36
2711,29,67,3,15.39
2712,29,12,1,10.56
2713,3898,37,1,12.75
2714,3872,18,2,11.47
2715,3872,64,1,14.24
2716,3872,77,3,16.58
2717,3872,49,1,12.65
2718,2261,20,2,14.88
2719,13,2,3,13.03
2720,13,35,1,4.76
2721,13,37,3,16.99
2722,485,67,1,7.34
2723,485,73,3,18.26
2724,424,3,3,1.31
2725,424,43,3,8.83
2726,424,74,1,5.46
2727,3318,11,2,2.9
2728,3318,23,3,9.82
2729,2852,46,2,3.7
2730,2852,68,3,8.42
2731,2852,15,2,1.17
2732,3446,40,3,10.02
2733,3446,50,2,11.29
2734,3446,55,1,5.0
2735,3446,1,3,8.25
2736,3404,45,2,0.93
2737,3404,76,1,7.23
2738,3404,36,1,19.02
2739,271,32,3,6.23
2740,2643,76,2,19.62
2741,2643,3,1,4.29
2742,1042,45,2,15.97
2743,1042,5,1,7.08
2744,1042,20,2,2.94
2745,1042,64,1,5.0
2746,202,60,1,10.15
2747,3346,38,1,3.88
2748,3346,5,2,2.17
2749,2886,54,1,13.43
2750,2886,33,3,16.92
2751,1924,70,1,17.87
2752,1924,76,1,0.85
2753,326,45,1,9.18
2754,3606,13,3,15.83
2755,1004,49,2,9.28
2756,1004,79,2,16.39
2757,1004,4,3,3.52
2758,1004,18,1,6.56
2759,2704,64,1,6.06
2760,1276,48,3,18.76
2761,1276,61,1,3.01
2762,1276,8,2,1.96
2763,1493,78,2,12.49
2764,1493,53,3,4.35
2765,1493,80,3,12.92
2766,780,69,2,15.0
2767,780,26,2,4.78
2768,1053,67,2,13.5
2769,1053,25,1,9.04
2770,1053,72,2,15.47
2771,1053,44,1,10.02
2772,3013,15,2,13.61
2773,3013,52,3,10.84
2774,3013,41,1,6.27
2775,1118,60,3,2.63
2776,1118,30,3,13.1
2777,2280,71,1,10.12
2778,2280,21,3,18.25
2779,2280,4,2,12.46
2780,1464,30,3,5.69
2781,1464,52,2,16.02
2782,1464,2,1,19.18
2783,3480,72,1,16.17
2784,3480,78,3,11.63
2785,2150,58,1,15.08
2786,2150,65,1,17.34
2787,1325,20,3,1.42
2788,1325,13,2,3.72
2789,1325,57,1,3.39
2790,1325,16,1,18.82
2791,2389,17,2,5.22
2792,2389,38,1,0.38
2793,2732,30,2,0.54
2794,2732,9,1,6.37
2795,1396,35,3,1.34
2796,869,55,3,17.64
2797,865,23,1,15.89
2798,865,54,3,19.53
2799,865,72,3,2.48
2800,909,76,1,4.25
2801,909,66,3,18.73
2802,909,14,1,15.54
2803,3135,37,2,14.48
2804,2263,8,2,10.24
2805,2263,59,1,3.77
2806,2263,73,2,3.92
2807,2263,9,2,19.6
2808,2084,31,1,4.02
2809,1894,65,3,4.45
2810,1894,20,2,7.98
2811,1894,54,1,12.77
2812,3544,9,1,11.96
2813,3544,63,3,7.29
2814,3544,33,3,8.32
2815,3544,63,2,14.67
2816,3108,5,3,1.9
2817,3108,37,3,12.16
2818,198,38,1,1.53
2819,198,78,3,6.3
2820,198,80,1,2.02
2821,255,47,3,16.86
2822,255,22,2,0.08
2823,1440,23,2,4.64
2824,1440,77,1,12.39
2825,1440,46,1,17.99
2826,3891,46,1,19.58
2827,3891,17,3,3.31
2828,3891,44,3,19.19
2829,2657,8,2,8.51
2830,2657,22,2,5.6
2831,2657,5,1,11.58
2832,1153,72,1,1.92
2833,1153,59,3,0.11
2834,1153,33,2,13.39
2835,1153,25,3,16.81
2836,1460,63,2,13.38
2837,1460,6,3,13.66
2838,601,72,3,11.34
2839,2860,70,1,5.96
2840,2860,10,3,1.08
2841,2860,67,3,6.54
2842,2860,69,3,6.6
2843,236,77,3,7.07
2844,236,3,2,5.48
2845,236,70,1,17.98
2846,236,23,1,2.12
2847,3485,55,2,4.47
2848,3485,28,1,12.31
2849,3485,14,1,9.4
2850,3485,22,1,17.08
2851,999,45,2,18.53
2852,999,18,1,5.31
2853,999,66,3,5.35
2854,999,77,2,7.72
2855,1587,5,1,13.74
2856,1587,22,2,17.89
2857,1529,20,3,7.17
2858,1529,14,1,18.92
2859,1529,12,3,15.92
2860,1275,30,3,4.86
2861,1275,21,1,8.59
2862,1275,63,3,6.61
2863,3663,1,3,4.0
2864,721,48,2,0.3
2865,721,38,2,7.87
2866,721,8,3,14.44
2867,3001,3,1,15.82
2868,2502,76,2,18.59
2869,2502,58,3,4.38
2870,2502,9,2,7.0
2871,2502,9,2,19.07
2872,2286,50,3,18.83
2873,2286,26,1,5.32
2874,2286,57,2,6.88
2875,2286,73,2,9.58
2876,1413,32,3,5.31
2877,1413,27,1,13.2
2878,1413,11,3,2.3
2879,3248,17,3,15.55
2880,3248,76,2,7.15
2881,3248,28,3,13.48
2882,962,16,2,15.52
2883,962,18,1,16.38
2884,1429,5,2,0.87
2885,1429,71,1,3.6
2886,2992,51,1,8.04
2887,2601,53,2,10.49
2888,2601,72,2,6.39
2889,2601,43,3,2.21
2890,3134,52,1,1.94
2891,3134,24,1,11.73
2892,3134,78,1,2.01
2893,3134,44,3,2.37
2894,3620,49,2,17.93
2895,1781,30,3,1.19
2896,1781,20,3,8.28
2897,522,24,3,14.36
2898,2619,12,1,7.03
2899,2619,56,1,11.87
2900,2619,25,3,8.33
2901,1430,80,3,15.92
2902,207,34,3,13.76
2903,2597,9,2,1.71
2904,1635,62,2,19.96
2905,1635,70,2,3.26
2906,688,22,1,11.38
2907,688,46,2,15.01
2908,2738,49,1,12.46
2909,2318,35,1,12.69
2910,2318,11,3,8.8
2911,2318,54,1,10.19
2912,3081,36,1,19.07
2913,3081,10,3,1.91
2914,3081,73,3,15.51
2915,3081,40,1,10.39
2916,3564,3,1,18.66
2917,3564,48,2,10.17
2918,3564,30,2,10.82
2919,3976,69,3,4.31
2920,140,45,3,14.96
2921,140,29,2,13.98
2922,3511,54,2,11.99
2923,3511,68,2,13.62
2924,3511,33,2,17.34
2925,438,20,1,19.25
2926,438,5,2,18.06
2927,3940,5,2,18.37
2928,1874,46,3,14.43
2929,1874,66,3,7.27
2930,1874,43,2,5.02
2931,3239,66,3,5.51
2932,3792,61,2,6.17
2933,3792,41,2,0.94
2934,3792,80,1,9.23
2935,940,77,1,4.28
2936,940,37,3,2.17
2937,940,7,3,12.5
2938,141,9,2,2.74
2939,141,23,3,10.66
2940,141,64,2,10.86
2941,1299,25,2,12.86
2942,870,3,3,6.99
2943,870,3,1,13.33
2944,870,56,2,4.32
2945,870,23,3,0.54
2946,390,47,2,8.48
2947,390,75,1,10.41
2948,390,76,1,11.29
2949,673,12,2,10.21
2950,673,33,3,12.21
2951,673,3,1,19.12
2952,217,64,1,4.17
2953,217,71,1,17.82
2954,217,17,2,6.04
2955,217,48,3,0.76
2956,3494,44,2,12.5
2957,3494,37,3,6.5
2958,3494,59,2,10.49
2959,2108,28,1,17.63
2960,2108,58,3,18.43
2961,2108,19,3,4.9
2962,889,35,1,0.72
2963,741,39,2,6.91
2964,741,33,1,16.94
2965,719,12,3,15.69
2966,3964,26,2,3.39
2967,3964,61,2,15.15
2968,3964,50,3,6.37
2969,1962,3,2,4.52
2970,1962,49,1,13.6
2971,1962,63,2,19.35
2972,1962,62,1,18.09
2973,3902,20,2,3.63
2974,3902,34,3,13.87
2975,3902,46,3,4.87
2976,3411,27,1,1.26
2977,3411,66,3,10.71
2978,3411,51,1,3.3
2979,3411,14,2,0.31
2980,1925,35,3,14.65
2981,1925,30,2,8.19
2982,1925,43,1,16.04
2983,1925,18,1,5.62
2984,1660,76,3,5.1
2985,1660,25,1,1.72
2986,1660,78,3,8.77
2987,1660,13,1,17.69
2988,59,49,3,19.52
2989,59,45,1,12.39
2990,59,9,1,18.21
2991,59,26,3,6.06
2992,1933,67,3,2.01
2993,101,31,2,19.52
2994,101,46,1,0.02
2995,101,48,3,8.28
2996,253,35,2,12.09
2997,253,58,3,2.0
2998,253,25,1,9.67
2999,1106,50,3,17.21
3000,1106,35,1,17.19
3001,1106,76,3,18.94
3002,1106,23,1,6.45
3003,3172,53,1,19.85
3004,3172,75,1,10.78
3005,3172,34,1,13.88
3006,1062,78,3,15.97
3007,831,28,3,2.41
3008,831,78,1,11.09
3009,831,40,3,15.16
3010,831,43,3,1.54
3011,2638,52,1,10.64
3012,2638,7,3,10.28
3013,2638,29,2,1.02
3014,285,63,1,10.78
3015,519,52,2,5.31
3016,519,45,1,1.27
3017,2796,57,3,5.97
3018,2796,22,1,7.72
3019,1117,37,2,7.73
3020,1117,78,1,0.12
3021,1117,40,3,9.46
3022,1117,12,3,19.17
3023,696,1,3,2.37
3024,696,55,2,16.94
3025,696,37,1,19.79
3026,3424,10,2,7.9
3027,471,2,1,9.9
3028,471,47,2,9.81
3029,471,18,3,19.99
3030,2792,27,1,9.6
3031,1154,63,1,17.77
3032,1154,58,3,3.78
3033,248,73,2,13.74
3034,248,40,1,14.34
3035,248,8,1,18.28
3036,248,51,3,11.31
3037,65,35,2,14.73
3038,65,80,3,16.51
3039,590,6,1,1.09
3040,590,28,1,13.1
3041,590,4,2,6.5
3042,590,71,3,1.86
3043,2105,63,2,8.38
3044,2105,39,3,14.56
3045,1769,12,3,6.38
3046,2525,42,1,7.35
3047,2525,49,2,8.68
3048,2359,77,3,14.37
3049,2359,65,1,15.99
3050,2359,5,2,18.71
3051,2984,49,1,14.69
3052,2984,3,1,17.55
3053,2984,11,3,13.91
3054,2984,76,3,12.04
3055,3719,1,2,1.67
3056,3719,48,3,6.58
3057,3719,54,1,3.83
3058,840,80,2,6.99
3059,259,76,1,16.11
3060,259,45,2,19.36
3061,259,23,3,15.19
3062,259,13,1,14.04
3063,42,79,1,17.63
3064,42,30,1,19.43
3065,3886,74,2,1.93
3066,3886,33,2,0.99
3067,2902,32,1,4.64
3068,2902,74,2,2.0
3069,2902,77,3,19.31
3070,3452,60,2,17.98
3071,3452,76,3,12.84
3072,3452,77,3,0.64
3073,2534,35,3,16.48
3074,2534,24,2,12.29
3075,2534,55,2,1.78
3076,2534,75,3,2.02
3077,2640,80,2,12.61
3078,2640,78,2,13.65
3079,2640,13,3,16.57
3080,2640,11,1,3.64
3081,3104,5,1,2.75
3082,1968,49,1,16.81
3083,1968,3,3,16.44
3084,735,1,3,3.33
3085,735,46,1,8.56
3086,1592,70,3,12.67
3087,1592,70,1,12.86
3088,900,77,1,16.32
3089,900,5,2,3.06
3090,2602,13,3,0.04
3091,1031,60,3,12.36
3092,1031,7,2,17.26
3093,2637,7,3,13.7
3094,2637,35,2,3.33
3095,2637,18,2,9.94
3096,3829,7,3,6.29
3097,3829,77,2,18.03
3098,2677,14,2,14.66
3099,2913,13,3,12.9
3100,2913,33,1,14.03
3101,2622,60,1,4.18
3102,2622,56,1,5.64
3103,3322,20,2,11.39
3104,3322,62,1,11.36
3105,1258,49,1,8.51
3106,3730,72,1,13.02
3107,1066,17,1,2.49
3108,1066,10,3,11.36
3109,1066,52,2,19.5
3110,276,28,1,11.18
3111,276,65,3,1.06
3112,276,19,1,5.95
3113,2203,17,3,14.01
3114,2203,73,2,10.73
3115,2203,8,2,9.37
3116,906,71,2,19.6
3117,1554,42,1,4.16
3118,163,57,1,5.24
3119,1391,69,1,14.47
3120,3726,47,3,9.2
3121,3058,76,1,19.35
3122,400,9,2,9.64
3123,400,48,3,19.13
3124,2255,76,2,14.98
3125,2255,43,2,13.22
3126,2255,74,2,4.54
3127,957,7,3,19.19
3128,957,9,3,4.9
3129,957,64,3,14.28
3130,957,43,3,8.8
3131,80,49,3,4.55
3132,80,4,2,4.2
3133,1928,1,3,14.15
3134,1928,56,2,3.62
3135,1928,80,3,18.96
3136,1875,20,2,19.26
3137,1875,46,3,16.03
3138,1875,20,3,12.52
3139,698,40,1,16.62
3140,2476,73,1,6.05
3141,2476,9,1,17.11
3142,2476,56,1,6.08
3143,2476,59,2,1.52
3144,1287,77,2,3.81
3145,490,3,1,15.96
3146,490,66,2,9.29
3147,1969,27,1,15.45
3148,1806,23,3,8.92
3149,1806,53,3,14.2
3150,1806,48,2,19.21
3151,1806,25,3,14.8
3152,1611,62,3,10.15
3153,1611,34,3,11.91
3154,1611,16,2,6.95
3155,1834,3,3,3.3
3156,1834,19,3,5.63
3157,1981,3,2,8.58
3158,1981,4,1,6.41
3159,2644,11,3,9.71
3160,2644,8,1,6.96
3161,303,9,2,4.17
3162,303,6,1,13.92
3163,1366,4,3,15.13
3164,1366,75,2,6.25
3165,1366,55,1,12.94
3166,1682,24,2,19.5
3167,3350,3,1,0.65
3168,3350,39,3,6.12
3169,2087,32,2,8.08
3170,641,27,3,13.88
3171,3846,38,1,7.32
3172,3846,25,2,5.09
3173,3846,49,3,13.92
3174,3706,47,3,18.03
3175,1070,68,1,15.78
3176,1070,43,2,0.47
3177,1070,75,3,4.08
3178,3222,6,3,18.59
3179,3222,15,3,5.92
3180,1871,77,2,3.76
3181,1871,3,1,15.86
3182,1871,50,3,6.01
3183,3367,58,2,9.1
3184,3367,37,1,17.28
3185,3367,66,2,3.99
3186,3367,51,2,14.21
3187,2824,70,3,3.45
3188,3751,25,3,11.02
3189,2367,30,3,19.9
3190,2367,16,3,4.36
3191,1998,79,1,3.99
3192,1998,49,1,2.22
3193,1998,56,1,2.34
3194,3334,31,2,9.11
3195,3334,39,1,5.08
3196,3334,67,1,18.16
3197,3334,71,3,3.62
3198,482,3,1,12.48
3199,482,72,1,1.71
3200,482,39,1,12.12
3201,482,60,3,5.18
3202,3696,75,3,1.55
3203,3696,64,2,1.36
3204,3696,33,1,14.86
3205,3696,74,1,13.65
3206,2524,3,1,18.67
3207,2524,46,3,14.79
3208,2524,39,2,0.94
3209,3467,3,2,11.92
3210,3467,12,2,18.97
3211,3467,64,2,5.51
3212,3467,15,2,19.78
3213,364,14,3,9.61
3214,1991,47,1,5.09
3215,1991,45,3,5.94
3216,1991,15,2,11.15
3217,2293,50,1,14.58
3218,1114,46,1,19.03
3219,1114,43,2,12.71
3220,1114,26,2,14.74
3221,240,75,2,4.17
3222,1952,1,2,13.25
3223,1952,57,3,8.75
3224,3517,49,2,11.43
3225,3517,63,1,10.38
3226,3517,52,2,16.47
3227,1982,35,3,19.69
3228,1982,35,2,4.85
3229,1982,72,2,2.76
3230,1653,79,3,3.67
3231,1653,47,2,19.68
3232,1653,49,1,16.8
3233,1653,36,2,2.22
3234,2972,77,1,17.61
3235,2972,44,2,0.29
3236,2972,70,2,6.74
3237,2972,22,2,1.44
3238,910,45,2,16.29
3239,910,74,1,14.03
3240,910,57,2,1.41
3241,2990,15,2,12.39
3242,3541,28,1,16.46
3243,891,65,1,17.76
3244,891,7,3,0.87
3245,2425,46,3,5.59
3246,2425,31,2,3.5
3247,2425,79,3,16.84
3248,2425,52,3,19.85
3249,2413,7,2,5.46
3250,3617,32,1,2.98
3251,3617,77,3,13.67
3252,3617,11,1,19.68
3253,998,65,2,9.42
3254,998,25,3,13.52
3255,3816,65,2,10.25
3256,3816,26,1,10.01
3257,3816,42,2,5.7
3258,3809,22,3,8.59
3259,3809,52,3,3.18
3260,3809,35,3,4.48
3261,2780,77,2,3.8
3262,2780,35,3,8.72
3263,2780,7,2,17.5
3264,2780,67,3,10.4
3265,3281,38,3,19.13
3266,3281,77,3,15.2
3267,3281,57,2,19.29
3268,636,34,1,19.95
3269,636,53,3,11.85
3270,636,5,2,6.73
3271,636,58,3,13.09
3272,379,17,3,2.82
3273,1748,4,2,11.67
3274,1748,35,2,2.91
3275,1748,9,1,5.17
3276,3590,49,1,15.58
3277,3590,75,3,6.6
3278,3590,60,3,17.84
3279,3590,9,1,2.01
3280,1492,19,2,13.51
3281,1492,11,1,0.18
3282,1492,32,2,0.8
3283,1344,35,2,19.98
3284,318,15,2,0.4
3285,318,74,2,5.53
3286,318,5,3,14.23
3287,318,43,2,15.24
3288,1799,28,1,18.46
3289,299,44,1,6.26
3290,299,29,3,9.24
3291,299,74,1,0.75
3292,3026,34,3,8.13
3293,3026,41,1,7.38
3294,3026,23,1,17.83
3295,3026,52,3,12.92
3296,1647,11,3,3.3
3297,1647,35,1,1.01
3298,1647,2,2,19.98
3299,401,27,3,1.72
3300,401,69,1,7.03
3301,658,2,1,7.45
3302,658,10,2,9.81
3303,2686,68,1,9.64
3304,2686,73,3,1.44
3305,2686,79,1,8.33
3306,2686,23,1,10.92
3307,2733,27,2,17.93
3308,2733,76,1,16.34
3309,2733,11,2,9.81
3310,984,24,2,7.77
3311,3811,44,3,9.53
3312,3811,16,1,15.2
3313,1416,54,2,10.59
3314,1416,76,2,9.59
3315,1416,53,1,8.72
3316,1416,55,3,19.73
3317,944,59,3,12.17
3318,1284,39,3,2.54
3319,1284,57,3,2.49
3320,1284,27,1,0.43
3321,468,24,3,4.55
3322,1174,67,3,3.37
3323,1174,73,1,9.21
3324,3016,29,3,9.69
3325,3016,47,2,5.89
3326,3016,60,3,4.52
3327,2065,67,2,12.87
3328,2065,16,3,2.09
3329,2958,3,1,5.63
3330,2958,25,3,14.58
3331,200,17,3,1.94
3332,200,39,3,15.87
3333,200,58,3,17.71
3334,850,61,2,5.09
3335,850,39,3,2.92
3336,850,11,1,6.28
3337,850,61,3,13.88
3338,6,79,3,5.52
3339,6,29,3,15.65
3340,6,31,2,18.95
3341,6,18,3,15.66
3342,3131,32,3,9.58
3343,3131,2,3,7.29
3344,3131,58,3,16.48
3345,495,46,3,19.4
3346,495,18,2,12.4
3347,492,41,3,10.06
3348,492,38,2,9.21
3349,492,62,1,10.98
3350,492,61,2,2.19
3351,2669,21,1,15.87
3352,2669,58,1,5.06
3353,634,30,3,3.44
3354,634,80,1,14.58
3355,634,43,2,15.88
3356,634,77,1,4.26
3357,459,44,2,5.57
3358,459,10,2,6.4
3359,459,14,3,2.41
3360,459,62,1,11.7
3361,3732,20,2,9.68
3362,3732,8,2,17.04
3363,3732,37,1,16.28
3364,1095,5,3,10.23
3365,1095,39,3,1.79
3366,1095,16,3,0.74
3367,1095,6,3,3.11
3368,72,74,3,17.98
3369,72,12,1,3.29
3370,72,68,2,17.63
3371,3430,32,2,19.69
3372,3430,9,2,6.85
3373,3430,40,2,18.55
3374,3430,72,1,6.13
3375,433,78,2,4.39
3376,433,28,2,4.59
3377,4,50,1,19.39
3378,4,61,1,1.72
3379,1957,57,1,10.63
3380,1957,63,1,0.29
3381,1957,15,3,7.16
3382,1957,41,1,10.18
3383,2557,79,2,3.18
3384,2557,55,1,18.03
3385,1923,46,1,12.76
3386,1923,48,3,14.08
3387,1923,39,1,18.15
3388,1857,26,1,1.66
3389,1857,5,1,0.8
3390,3212,27,3,17.32
3391,3212,29,1,16.2
3392,1691,79,3,14.5
3393,1691,3,1,15.94
3394,2206,68,2,17.7
3395,2206,59,3,5.85
3396,2206,70,1,10.25
3397,2206,32,2,6.59
3398,2672,15,2,14.1
3399,2672,68,2,4.75
3400,2672,27,3,2.25
3401,2672,11,3,2.18
3402,61,15,3,5.58
3403,61,23,1,17.11
3404,61,48,2,6.86
3405,1663,10,2,7.18
3406,1663,53,1,12.61
3407,371,60,3,12.45
3408,371,11,3,13.93
3409,371,17,2,13.77
3410,371,39,2,0.13
3411,652,56,2,10.84
3412,652,21,1,0.46
3413,652,9,3,3.16
3414,3127,27,1,2.65
3415,1296,45,1,19.61
3416,1296,33,2,2.94
3417,1296,65,1,8.62
3418,1296,34,3,9.91
3419,1681,9,3,12.82
3420,1681,31,2,14.1
3421,290,24,3,19.29
3422,290,67,3,15.69
3423,290,24,1,9.82
3424,290,66,3,15.72
3425,1093,4,2,4.16
3426,2963,51,1,1.75
3427,2963,35,3,4.89
3428,2963,79,3,13.35
3429,2963,41,1,14.79
3430,1989,42,2,9.88
3431,1758,43,1,18.22
3432,1758,77,3,7.38
3433,1758,9,3,18.4
3434,2195,10,3,7.73
3435,2195,4,3,7.56
3436,2195,15,1,12.2
3437,3761,29,2,8.19
3438,3761,50,3,19.09
3439,3761,64,1,10.2
3440,3612,63,3,3.17
3441,3612,55,3,11.66
3442,757,12,3,8.53
